Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Education_Group,Total_Children,Total_Campaign_Accepted,Customer_Tenure_Days,Total_Purchases,Total_Spending,Spending_Per_Purchase
Single,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,50,Graduate,1,0,234,17,415,23.055555555555557
Partnered,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,53,Graduate,1,0,216,5,30,5.0
Divorced,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,58,Postgraduate,1,0,185,12,187,14.384615384615385
Partnered,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,68,Graduate,1,0,47,11,251,20.916666666666668
Single,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,51,Graduate,1,0,61,12,237,18.23076923076923
Partnered,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,66,Undergraduate,2,0,186,8,91,10.11111111111111
Single,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,61,Postgraduate,3,0,419,6,35,5.0
Divorced,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,66,Postgraduate,1,1,633,22,493,21.434782608695652
Partnered,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,57,Postgraduate,1,0,483,28,971,33.48275862068966
Single,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,66,Graduate,1,0,574,17,371,20.61111111111111
Single,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,51,Graduate,3,0,181,20,396,18.857142857142858
Partnered,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,1,41,Graduate,1,1,313,7,68,8.5
Partnered,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,55,Postgraduate,1,1,369,15,322,20.125
Divorced,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,71,Postgraduate,1,0,55,10,222,20.181818181818183
Partnered,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,70,Undergraduate,2,0,361,12,177,13.615384615384615
Partnered,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,53,Graduate,1,0,631,6,45,6.428571428571429
Partnered,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,0,78,Graduate,0,2,165,20,1899,90.42857142857143
Partnered,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,50,Undergraduate,2,0,313,6,22,3.142857142857143
Partnered,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,46,Graduate,2,0,560,5,41,6.833333333333333
Partnered,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,47,Graduate,0,0,58,21,1440,65.45454545454545
Partnered,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,0,54,Postgraduate,2,0,261,17,325,18.055555555555557
Partnered,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,53,Graduate,1,0,269,10,95,8.636363636363637
Partnered,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,0,54,Postgraduate,1,0,119,5,42,7.0
Single,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,51,Undergraduate,2,0,597,6,72,10.285714285714286
Partnered,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,0,54,Postgraduate,1,0,45,7,20,2.5
Partnered,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,0,70,Postgraduate,2,0,334,23,789,32.875
Divorced,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,52,Graduate,2,0,38,4,15,3.0
Divorced,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,54,Graduate,1,0,142,8,59,6.555555555555555
Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,58,Postgraduate,1,0,434,22,908,39.47826086956522
Partnered,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,0,57,Postgraduate,2,0,566,14,417,27.8
Partnered,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,65,Graduate,2,0,673,15,289,18.0625
Partnered,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,54,Graduate,1,0,92,21,769,34.95454545454545
Partnered,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,0,73,Graduate,1,0,69,10,188,17.09090909090909
Single,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,1,69,Graduate,1,0,685,14,354,23.6
Partnered,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,56,Postgraduate,1,0,625,26,727,26.925925925925927
Partnered,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,59,Postgraduate,2,0,691,11,146,12.166666666666666
Partnered,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,75,Postgraduate,1,0,444,16,319,18.764705882352942
Partnered,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,73,Postgraduate,1,0,194,22,794,34.52173913043478
Partnered,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,76,Graduate,1,0,659,18,454,23.894736842105264
Divorced,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,1,73,Postgraduate,2,0,661,11,152,12.666666666666666
Partnered,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,0,49,Postgraduate,1,0,639,22,797,34.65217391304348
Partnered,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,1,54,Graduate,1,3,405,16,1690,99.41176470588235
Partnered,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,0,57,Postgraduate,2,0,131,4,20,4.0
Partnered,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,1,82,Graduate,0,1,158,21,1428,64.9090909090909
Single,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,0,36,Graduate,1,0,501,11,209,17.416666666666668
Single,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,0,47,Graduate,1,0,384,19,545,27.25
Partnered,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,60,Undergraduate,0,0,529,6,96,13.714285714285714
Partnered,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,0,78,Graduate,0,0,126,10,222,20.181818181818183
Partnered,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,0,54,Graduate,3,0,105,7,61,7.625
Partnered,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,0,53,Graduate,2,0,152,9,44,4.4
Partnered,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,0,54,Postgraduate,3,0,79,4,8,1.6
Single,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,0,54,Undergraduate,0,0,259,23,817,34.041666666666664
Single,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,60,Graduate,1,1,595,23,1371,57.125
Partnered,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,0,57,Postgraduate,1,0,133,5,42,7.0
Partnered,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,67,Graduate,0,0,548,5,60,10.0
Partnered,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,0,56,Graduate,1,0,421,9,78,7.8
Partnered,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,52,Postgraduate,1,0,442,4,23,4.6
Partnered,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,0,54,Postgraduate,1,0,286,4,19,3.8
Single,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,0,68,Undergraduate,2,0,91,7,61,7.625
Single,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,0,54,Graduate,0,0,482,14,449,29.933333333333334
Partnered,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,43,Postgraduate,1,0,450,5,37,6.166666666666667
Divorced,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,53,Undergraduate,1,0,136,5,38,6.333333333333333
Partnered,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,0,41,Graduate,0,2,192,23,1131,47.125
Single,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,0,53,Graduate,2,0,188,7,34,4.25
Divorced,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,0,59,Graduate,2,0,242,17,294,16.333333333333332
Partnered,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,0,47,Undergraduate,2,1,421,6,48,6.857142857142857
Partnered,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,65,Graduate,2,0,673,15,289,18.0625
Partnered,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,0,40,Undergraduate,0,0,520,4,30,6.0
Partnered,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,0,62,Graduate,0,0,67,7,125,15.625
Partnered,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,43,Graduate,1,0,500,9,156,15.6
Partnered,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,0,74,Graduate,2,0,346,9,70,7.0
Partnered,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,0,77,Postgraduate,2,0,281,4,22,4.4
Partnered,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,1,47,Graduate,1,0,664,9,65,6.5
Widow,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,1,78,Postgraduate,0,1,613,23,1930,80.41666666666667
Partnered,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,0,80,Graduate,0,2,275,23,2283,95.125
Partnered,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,0,68,Graduate,0,0,257,13,310,22.142857142857142
Partnered,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,0,55,Undergraduate,0,0,560,18,1319,69.42105263157895
Partnered,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,0,69,Graduate,1,1,575,26,879,32.55555555555556
Partnered,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,44,Postgraduate,0,0,247,17,1244,69.11111111111111
Partnered,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,0,53,Undergraduate,1,0,98,17,690,38.333333333333336
Partnered,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,0,54,Graduate,1,0,497,12,209,16.076923076923077
Partnered,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,61,Graduate,0,0,20,17,1134,63.0
Single,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,1,73,Graduate,0,0,228,23,1507,62.791666666666664
Single,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,0,59,Postgraduate,1,0,272,6,57,8.142857142857142
Partnered,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,0,61,Postgraduate,0,0,670,17,529,29.38888888888889
Partnered,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,57,Graduate,0,0,4,16,1091,64.17647058823529
Divorced,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,1,55,Graduate,1,0,624,11,180,15.0
Partnered,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,0,54,Graduate,2,0,533,10,77,7.0
Single,93790.0,16,1302,68,731,89,114,45,0,6,7,12,2,1,56,Graduate,0,3,137,25,2349,90.34615384615384
Partnered,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,1,52,Postgraduate,0,0,653,18,534,28.105263157894736
Widow,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,0,76,Postgraduate,1,1,154,21,556,25.272727272727273
Partnered,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,0,67,Graduate,1,0,314,25,637,24.5
Partnered,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,71,Postgraduate,2,2,77,5,46,7.666666666666667
Partnered,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,0,48,Graduate,1,0,11,9,44,4.4
Partnered,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,0,40,Postgraduate,1,0,356,5,47,7.833333333333333
Divorced,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,0,63,Postgraduate,1,0,374,22,795,34.56521739130435
Partnered,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,0,73,Graduate,1,0,501,21,586,26.636363636363637
Partnered,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,74,Graduate,0,1,413,20,1574,74.95238095238095
Partnered,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,0,76,Postgraduate,2,0,141,4,13,2.6
Partnered,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,0,56,Graduate,1,0,529,25,1471,56.57692307692308
Partnered,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,0,56,Undergraduate,2,0,190,8,65,7.222222222222222
Partnered,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,0,49,Graduate,1,0,423,12,175,13.461538461538462
Single,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,0,60,Graduate,1,0,428,5,40,6.666666666666667
Partnered,94871.0,99,169,24,553,188,0,144,1,8,5,4,7,1,57,Postgraduate,2,2,666,18,1078,56.73684210526316
Partnered,65148.0,9,460,35,422,33,12,153,2,6,6,7,4,0,68,Graduate,1,0,590,21,1115,50.68181818181818
Partnered,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,72,Graduate,1,0,502,9,134,13.4
Single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,70,Postgraduate,0,0,583,23,1540,64.16666666666667
Partnered,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,0,56,Postgraduate,1,0,239,7,87,10.875
Single,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,0,39,Postgraduate,0,0,244,10,217,19.727272727272727
Partnered,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,0,65,Postgraduate,1,1,156,27,1034,36.92857142857143
Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,47,Graduate,1,0,454,31,1180,36.875
Partnered,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,66,Graduate,1,0,667,23,819,34.125
Partnered,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,0,45,Undergraduate,1,0,256,5,32,5.333333333333333
Partnered,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,0,46,Graduate,1,0,311,6,46,6.571428571428571
Partnered,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,0,50,Undergraduate,1,0,696,18,1159,61.0
Single,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,0,50,Postgraduate,1,0,483,25,860,33.07692307692308
Partnered,79419.0,96,751,127,687,20,15,31,1,4,6,4,2,0,56,Postgraduate,0,0,7,15,1631,101.9375
Partnered,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,80,Postgraduate,3,1,19,22,444,19.304347826086957
Partnered,76998.0,85,1449,89,161,69,35,107,2,11,8,8,6,0,71,Graduate,1,1,534,29,1910,63.666666666666664
Partnered,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,0,54,Postgraduate,1,0,231,18,380,20.0
Partnered,60585.0,17,267,42,309,55,42,21,10,7,4,9,5,1,55,Postgraduate,2,0,370,30,736,23.741935483870968
Divorced,42873.0,11,209,0,40,3,2,15,4,6,1,4,8,0,76,Postgraduate,2,0,524,15,269,16.8125
Partnered,87679.0,62,1259,172,815,97,148,33,1,7,11,10,4,1,38,Graduate,0,3,337,29,2524,84.13333333333334
Partnered,57867.0,48,344,35,178,15,23,17,7,7,2,9,6,0,48,Graduate,1,0,271,25,612,23.53846153846154
Partnered,35765.0,86,22,3,30,0,5,15,2,2,0,4,6,0,36,Graduate,1,0,200,8,75,8.333333333333334
Partnered,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,0,67,Graduate,0,0,154,26,1045,38.7037037037037
Divorced,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,0,49,Graduate,1,0,210,6,55,7.857142857142857
Partnered,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,1,57,Postgraduate,1,1,682,21,1064,48.36363636363637
Partnered,71706.0,16,931,56,253,91,98,14,4,9,5,7,5,0,67,Graduate,1,0,593,25,1443,55.5
Partnered,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,38,Graduate,0,0,532,30,1366,44.064516129032256
Partnered,53253.0,61,216,9,57,20,9,125,7,4,3,5,5,0,51,Postgraduate,2,0,503,19,436,21.8
Divorced,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,53,Undergraduate,1,0,136,5,38,6.333333333333333
Partnered,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,1,49,Graduate,1,0,681,20,436,20.761904761904763
Partnered,54108.0,74,539,6,91,8,6,97,13,8,2,9,8,0,53,Postgraduate,2,0,601,32,747,22.636363636363637
Single,49667.0,35,1181,26,120,17,13,39,2,5,10,5,8,1,71,Postgraduate,0,1,678,22,1396,60.69565217391305
Partnered,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,0,52,Postgraduate,0,1,101,14,928,61.86666666666667
Partnered,57136.0,48,306,5,109,21,109,92,9,5,2,10,6,0,54,Postgraduate,2,0,355,26,642,23.77777777777778
Partnered,46772.0,88,350,104,189,197,151,57,6,11,8,5,8,0,51,Undergraduate,1,1,599,30,1048,33.806451612903224
Partnered,78931.0,19,331,197,170,58,152,35,1,2,8,13,1,0,55,Postgraduate,0,0,247,24,943,37.72
Partnered,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,68,Graduate,1,0,386,27,907,32.392857142857146
Partnered,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,38,Graduate,0,0,147,18,1198,63.05263157894737
Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,51,Postgraduate,2,0,680,11,120,10.0
Partnered,73538.0,92,811,76,428,99,137,107,3,10,4,9,7,0,61,Graduate,1,0,581,26,1658,61.407407407407405
Partnered,79529.0,1,423,42,706,73,197,197,1,4,8,9,2,0,40,Graduate,0,0,63,22,1638,71.21739130434783
Partnered,20981.0,14,2,12,10,6,13,30,1,3,1,2,8,1,49,Undergraduate,0,0,425,7,73,9.125
Single,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,0,46,Graduate,1,0,110,12,275,21.153846153846153
Partnered,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,0,64,Graduate,1,0,578,26,854,31.62962962962963
Partnered,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,48,Graduate,1,0,293,7,78,9.75
Partnered,37787.0,50,40,1,40,4,3,18,1,3,0,3,8,0,54,Postgraduate,1,0,282,7,106,13.25
Single,27242.0,2,3,17,26,20,1,39,2,2,0,3,9,1,56,Graduate,1,0,595,7,106,13.25
Single,87188.0,73,910,111,724,49,74,55,1,10,2,6,3,1,43,Postgraduate,0,0,391,19,1923,96.15
Partnered,69930.0,21,252,98,827,219,70,196,1,4,5,12,3,0,55,Graduate,0,0,399,22,1662,72.26086956521739
Single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,50,Graduate,1,0,142,7,84,10.5
Partnered,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,53,Postgraduate,1,0,54,7,48,6.0
Single,3502.0,56,2,1,1,0,0,1,0,0,0,0,14,0,53,Graduate,1,0,442,0,5,5.0
Partnered,58597.0,20,490,0,184,10,28,21,12,7,4,9,7,0,50,Graduate,2,0,586,32,733,22.21212121212121
Widow,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,78,Postgraduate,0,0,85,17,1234,68.55555555555556
Partnered,28087.0,77,53,8,17,13,0,21,3,2,2,2,7,0,68,Graduate,2,0,565,9,112,11.2
Single,74004.0,5,784,48,560,42,176,48,1,4,6,4,3,1,39,Postgraduate,0,2,125,15,1658,103.625
Partnered,19740.0,65,7,11,3,10,4,20,2,1,1,3,5,0,66,Graduate,1,0,462,7,55,6.875
Partnered,57036.0,33,1171,43,219,19,14,47,4,6,3,13,9,0,51,Undergraduate,1,1,565,26,1513,56.03703703703704
Partnered,53083.0,65,215,7,33,3,0,13,6,5,1,5,7,0,68,Undergraduate,2,1,410,17,271,15.055555555555555
Partnered,69283.0,41,674,62,134,0,26,8,4,7,3,13,5,0,51,Postgraduate,1,0,15,27,904,32.285714285714285
Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,1,51,Postgraduate,2,0,680,11,120,10.0
Partnered,23331.0,92,5,36,7,0,10,45,2,3,0,3,8,0,38,Undergraduate,1,0,663,8,103,11.444444444444445
Single,23331.0,97,104,20,101,24,15,5,6,5,1,5,9,0,38,Undergraduate,1,0,632,17,269,14.944444444444445
Single,9255.0,91,9,0,7,2,0,4,1,1,1,2,8,0,37,Graduate,1,0,191,5,22,3.6666666666666665
Widow,67786.0,0,431,82,441,80,20,102,1,3,6,6,1,1,67,Postgraduate,0,0,204,16,1156,68.0
Partnered,71969.0,59,1000,0,76,0,0,10,3,3,4,9,8,0,55,Postgraduate,1,1,621,19,1086,54.3
Single,59235.0,4,448,40,469,80,0,91,3,11,2,12,7,0,59,Postgraduate,1,0,533,28,1128,38.89655172413793
Partnered,31928.0,5,33,4,24,4,2,5,2,3,0,4,7,0,37,Graduate,1,0,93,9,72,7.2
Partnered,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,65,Postgraduate,2,0,478,27,964,34.42857142857143
Partnered,65819.0,99,267,38,701,149,165,63,1,5,4,10,3,0,48,Graduate,0,0,577,20,1383,65.85714285714286
Single,51411.0,81,14,0,3,0,0,1,1,0,0,3,5,0,73,Postgraduate,3,0,399,4,18,3.6
Divorced,51983.0,95,631,0,115,10,7,30,3,9,2,10,7,0,62,Graduate,1,0,667,24,793,31.72
Partnered,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,40,Postgraduate,1,0,532,7,100,12.5
Partnered,30390.0,5,10,12,12,25,1,20,1,2,0,3,6,0,39,Undergraduate,0,0,300,6,80,11.428571428571429
Single,30983.0,50,51,4,50,12,1,49,1,4,0,3,8,1,63,Graduate,0,0,597,8,167,18.555555555555557
Widow,66033.0,76,293,35,179,46,59,65,2,8,3,7,7,0,69,Graduate,1,0,525,20,677,32.23809523809524
Partnered,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,51,Undergraduate,2,0,457,4,23,4.6
Divorced,57530.0,68,50,1,27,6,7,1,1,1,1,4,1,0,75,Postgraduate,1,0,260,7,92,11.5
Partnered,76800.0,33,173,26,255,35,71,81,1,4,4,7,1,0,61,Undergraduate,0,0,113,16,641,37.705882352941174
Partnered,63943.0,50,423,184,368,13,97,21,1,6,4,6,5,0,70,Graduate,1,0,665,17,1106,61.44444444444444
Partnered,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,64,Graduate,0,1,37,14,1033,68.86666666666666
Partnered,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,52,Graduate,1,0,686,32,1174,35.57575757575758
Partnered,37054.0,89,12,1,6,0,1,5,2,1,0,3,7,0,59,Postgraduate,2,0,287,6,25,3.5714285714285716
Partnered,47175.0,81,167,2,44,6,2,19,7,4,2,4,8,1,64,Postgraduate,2,1,609,17,240,13.333333333333334
Divorced,31859.0,77,3,1,3,8,0,5,1,1,0,2,7,0,50,Graduate,1,0,380,4,20,4.0
Divorced,27215.0,50,30,5,22,8,9,28,4,2,1,4,6,0,65,Graduate,3,0,522,11,102,8.5
Divorced,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,0,50,Postgraduate,1,0,343,26,1034,38.2962962962963
Partnered,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,43,Graduate,1,0,500,9,156,15.6
Partnered,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,50,Postgraduate,2,0,237,21,458,20.818181818181817
Partnered,24645.0,16,5,3,4,4,1,0,1,1,0,2,8,0,38,Graduate,1,0,605,4,17,3.4
Divorced,79865.0,12,71,99,278,185,121,38,1,5,10,5,1,0,72,Graduate,1,0,11,21,792,36.0
Partnered,44322.0,30,46,0,40,3,0,3,2,3,0,3,8,0,41,Graduate,1,0,13,8,92,10.222222222222221
Single,47958.0,8,268,11,88,15,3,22,2,6,3,5,5,0,74,Graduate,1,0,526,16,407,23.941176470588236
Single,63972.0,93,928,63,254,0,12,12,4,5,4,10,4,0,62,Postgraduate,1,1,574,23,1269,52.875
Partnered,75315.0,14,459,15,171,142,23,31,2,5,4,12,2,0,72,Graduate,1,0,75,23,841,35.041666666666664
Partnered,55517.0,53,483,0,108,0,6,36,5,11,1,6,9,1,76,Postgraduate,2,0,640,23,633,26.375
Partnered,75283.0,26,733,9,180,12,19,66,11,6,3,5,4,0,69,Postgraduate,3,0,459,25,1019,39.19230769230769
Single,82800.0,23,1006,22,115,59,68,45,1,7,6,12,3,1,80,Postgraduate,0,2,582,26,1315,48.7037037037037
Partnered,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,0,72,Graduate,2,0,603,8,54,6.0
Single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,1,35,Postgraduate,0,1,136,18,2525,132.89473684210526
Partnered,27161.0,41,7,4,23,7,0,11,1,1,0,3,7,0,40,Postgraduate,1,0,244,5,52,8.666666666666666
Partnered,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,1,49,Graduate,1,0,681,20,436,20.761904761904763
Partnered,38201.0,19,233,0,23,0,0,12,4,5,1,5,8,0,66,Postgraduate,1,0,457,15,268,16.75
Partnered,45203.0,4,35,3,67,10,8,24,1,3,1,3,6,1,44,Graduate,2,0,98,8,147,16.333333333333332
Partnered,81574.0,89,1252,0,465,46,35,0,1,4,5,8,1,0,79,Postgraduate,0,2,62,18,1798,94.63157894736842
Partnered,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,34,Graduate,0,0,373,8,137,15.222222222222221
Single,60482.0,81,255,43,134,37,14,24,1,7,2,7,7,0,50,Postgraduate,1,0,522,17,507,28.166666666666668
Partnered,34633.0,31,8,1,5,0,0,1,1,1,0,2,6,0,70,Graduate,3,0,157,4,15,3.0
Partnered,78093.0,53,368,32,639,13,43,10,1,4,7,5,1,0,79,Postgraduate,0,0,200,17,1105,61.388888888888886
Divorced,82460.0,78,255,47,573,52,32,15,1,5,3,6,1,0,76,Graduate,0,0,209,15,974,60.875
Partnered,45903.0,80,33,8,10,2,10,3,2,2,1,3,4,0,60,Postgraduate,1,0,67,8,66,7.333333333333333
Divorced,81361.0,18,163,23,424,27,65,76,1,3,10,13,1,1,39,Graduate,0,0,124,27,778,27.785714285714285
Divorced,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,53,Postgraduate,2,1,41,6,49,7.0
Partnered,40442.0,52,45,12,52,25,22,13,4,3,1,4,7,1,74,Postgraduate,2,0,679,12,169,13.0
Partnered,61482.0,39,48,58,68,16,66,43,1,3,2,6,2,0,61,Graduate,0,0,2,12,299,23.0
Partnered,34968.0,11,158,6,45,8,2,2,7,3,2,5,7,0,46,Graduate,1,0,445,17,221,12.277777777777779
Partnered,75794.0,33,754,160,625,63,32,48,1,7,5,12,3,0,39,Graduate,0,1,187,25,1682,64.6923076923077
Partnered,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,64,Postgraduate,1,0,570,10,155,14.090909090909092
Partnered,74268.0,83,199,66,315,97,174,41,1,4,3,5,2,0,71,Graduate,0,0,500,13,892,63.714285714285715
Partnered,13724.0,43,2,7,5,2,15,27,1,2,0,2,9,0,38,Undergraduate,1,1,667,5,58,9.666666666666666
Partnered,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,61,Postgraduate,1,0,307,15,311,19.4375
Single,52569.0,54,85,0,3,0,0,7,1,2,0,4,3,0,59,Postgraduate,1,0,85,7,95,11.875
Single,48432.0,3,322,3,50,4,3,42,5,7,1,6,8,1,53,Postgraduate,1,0,619,19,424,21.2
Partnered,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,66,Postgraduate,2,0,134,12,47,3.6153846153846154
Single,36108.0,68,141,8,129,3,11,47,3,7,1,4,9,0,42,Graduate,1,1,257,15,339,21.1875
